Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930.00,480.00,53.00,13.00,2.00,40.00,480.00,104.00,3.00,59.00,9.00,
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560.00,270.00,30.00,10.00,0.00,230.00,1290.00,49.00,4.00,3.00,24.00,
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560.00,280.00,31.00,10.00,0.00,230.00,1150.00,49.00,4.00,3.00,22.00,
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560.00,250.00,28.00,9.00,0.00,240.00,1310.00,50.00,4.00,3.00,27.00,
Taco Bell,Hash Brown (V),160.00,100.00,12.00,1.00,0.00,0.00,270.00,13.00,2.00,0.00,1.00,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570.00,300.00,33.00,10.00,0.00,135.00,1270.00,49.00,4.00,2.00,21.00,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570.00,300.00,34.00,10.00,0.00,130.00,1130.00,49.00,4.00,2.00,18.00,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570.00,270.00,30.00,9.00,0.00,140.00,1290.00,50.00,4.00,2.00,24.00,
Taco Bell,7-Up (16 fl oz),190.00,,,,,70.00,46.00,,,46.00,,
Taco Bell,Brisk® Mango Iced Tea (16 fl oz),100.00,,,,,50.00,26.00,,,26.00,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0.00,,,,,60.00,0.00,,,0.00,,
Taco Bell,Diet Dr Pepper® (16 fl oz),0.00,,,,,95.00,0.00,,,0.00,,
Taco Bell,Diet Mtn Dew® (16 fl oz),5.00,,,,,75.00,1.00,,,1.00,,
Taco Bell,Diet Pepsi® (16 fl oz),0.00,,,,,75.00,0.00,,,0.00,,
Taco Bell,Dr Pepper® (16 fl oz),190.00,,,,,60.00,52.00,,,51.00,,
Taco Bell,G2 – Fruit Punch (16 fl oz),30.00,,,,,140.00,7.00,,,6.00,,
Taco Bell,Mtn Dew® (16 fl oz),220.00,,,,,70.00,59.00,,,58.00,,
Taco Bell,Mtn Dew® Baja Blast™ (16 fl oz),220.00,,,,,65.00,59.00,,,59.00,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5.00,,,,,70.00,0.00,,,0.00,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70.00,,,,,75.00,18.00,,,18.00,,
Taco Bell,Mug® Root Beer (16 fl oz),190.00,,,,,60.00,52.00,,,52.00,,
Taco Bell,Pepsi® (16 fl oz),200.00,,,,,45.00,55.00,,,55.00,,
Taco Bell,Pepsi® Wild Cherry (16 fl oz),210.00,,,,,40.00,56.00,,,56.00,,
Taco Bell,Pepsi® Zero Sugar (16 fl oz),0.00,,,,,85.00,0.00,,,0.00,,
Taco Bell,Sierra Mist® (16 fl oz),200.00,,,,,45.00,54.00,,,54.00,,
Taco Bell,Tropicana® Pink Lemonade (16 fl oz),210.00,,,,,210.00,53.00,,,53.00,,
Taco Bell,7-Up (20 fl oz),240.00,,,,,85.00,58.00,,,58.00,,
Taco Bell,Brisk® Mango Iced Tea (20 fl oz),120.00,,,,,60.00,32.00,,,32.00,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0.00,,,,,75.00,0.00,,,0.00,,
Taco Bell,Diet Dr Pepper® (20 fl oz),0.00,,,,,120.00,0.00,,,0.00,,
Taco Bell,Diet Mtn Dew® (20 fl oz),10.00,,,,,90.00,1.00,,,1.00,,
Taco Bell,Diet Pepsi® (20 fl oz),0.00,,,,,95.00,0.00,,,0.00,,
Taco Bell,Dr Pepper® (20 fl oz),240.00,,,,,75.00,65.00,,,64.00,,
Taco Bell,G2 – Fruit Punch (20 fl oz),35.00,,,,,180.00,9.00,,,8.00,,
Taco Bell,Mtn Dew® (20 fl oz),270.00,,,,,85.00,73.00,,,73.00,,
Taco Bell,Mtn Dew® Baja Blast™ (20 fl oz),280.00,,,,,80.00,74.00,,,73.00,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10.00,,,,,85.00,0.00,,,0.00,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90.00,,,,,90.00,23.00,,,22.00,,
Taco Bell,Mug® Root Beer (20 fl oz),240.00,,,,,75.00,65.00,,,65.00,,
Taco Bell,Pepsi® (20 fl oz),250.00,,,,,55.00,69.00,,,69.00,,
Taco Bell,Pepsi® Wild Cherry (20 fl oz),260.00,,,,,50.00,70.00,,,70.00,,
Taco Bell,Pepsi® Zero Sugar (20 fl oz),0.00,,,,,105.00,0.00,,,0.00,,
Taco Bell,Sierra Mist® (20 fl oz),260.00,,,,,55.00,68.00,,,68.00,,
Taco Bell,Tropicana® Pink Lemonade (20 fl oz),260.00,,,,,260.00,67.00,,,67.00,,
Taco Bell, , ,,,,, , ,,, ,,
Taco Bell,FOUNTAIN BEVERAGES (30 OZ), ,,,,, , ,,, ,,
Taco Bell,7-Up (30 fl oz),350.00,,,,,125.00,87.00,,,87.00,,
Taco Bell,Brisk® Mango Iced Tea (30 fl oz),180.00,,,,,90.00,48.00,,,48.00,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0.00,,,,,115.00,0.00,,,0.00,,
Taco Bell,Diet Dr Pepper® (30 fl oz),0.00,,,,,180.00,1.00,,,0.00,,
Taco Bell,Diet Mtn Dew® (30 fl oz),10.00,,,,,140.00,1.00,,,1.00,,
Taco Bell,Diet Pepsi® (30 fl oz),0.00,,,,,140.00,0.00,,,0.00,,
Taco Bell,Dr Pepper® (30 fl oz),360.00,,,,,110.00,98.00,,,96.00,,
Taco Bell,G2 – Fruit Punch (30 fl oz),50.00,,,,,270.00,13.00,,,12.00,,
Taco Bell,Mtn Dew® (30 fl oz),410.00,,,,,125.00,110.00,,,109.00,,
Taco Bell,Mtn Dew® Baja Blast™ (30 fl oz),420.00,,,,,120.00,110.00,,,110.00,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15.00,,,,,125.00,0.00,,,0.00,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130.00,,,,,140.00,34.00,,,33.00,,
Taco Bell,Mug® Root Beer (30 fl oz),360.00,,,,,110.00,98.00,,,98.00,,
Taco Bell,Pepsi® (30 fl oz),380.00,,,,,80.00,104.00,,,103.00,,
Taco Bell,Pepsi® Wild Cherry (30 fl oz),390.00,,,,,80.00,105.00,,,105.00,,
Taco Bell,Pepsi® Zero Sugar (30 fl oz),0.00,,,,,160.00,<1,,,0.00,,
Taco Bell,Sierra Mist® (30 fl oz),380.00,,,,,80.00,101.00,,,101.00,,
Taco Bell,Tropicana® Pink Lemonade (30 fl oz),390.00,,,,,390.00,100.00,,,100.00,,
Pizza Hut,Detroit Double Cheesy Pizza Slice,280.00,,12.00,6.00,0.00,30.00,560.00,31.00,2.00,2.00,13.00,
Pizza Hut,Detroit Double Pepperoni Pizza Slice,330.00,,17.00,7.00,0.00,40.00,720.00,30.00,2.00,2.00,14.00,
Pizza Hut,Detroit Meaty Pizza Slice,320.00,,16.00,6.00,0.00,35.00,640.00,31.00,2.00,2.00,14.00,
Pizza Hut,Detroit Supremo Pizza Slice,290.00,,13.00,6.00,0.00,30.00,570.00,31.00,2.00,2.00,13.00,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180.00,,6.00,2.00,0.00,15.00,370.00,25.00,1.00,8.00,8.00,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270.00,,10.00,4.00,0.00,25.00,450.00,33.00,2.00,6.00,11.00,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380.00,,16.00,6.00,0.00,35.00,650.00,43.00,2.00,7.00,16.00,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240.00,,10.00,4.50,0.00,15.00,470.00,29.00,2.00,1.00,10.00,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350.00,,16.00,6.00,0.00,25.00,680.00,38.00,3.00,2.00,14.00,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160.00,,5.00,2.00,0.00,15.00,570.00,22.00,1.00,2.00,7.00,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240.00,,9.00,3.50,0.00,20.00,680.00,31.00,2.00,2.00,11.00,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350.00,,14.00,5.00,0.00,30.00,850.00,40.00,2.00,2.00,15.00,
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150.00,,6.00,2.50,0.00,15.00,310.00,17.00,1.00,2.00,7.00,
Pizza Hut,Pan Pizza Slices Cheese Medium,250.00,,10.00,4.50,0.00,25.00,450.00,28.00,2.00,1.00,11.00,
Pizza Hut,Pan Pizza Slices Cheese Large,360.00,,17.00,7.00,0.00,35.00,660.00,37.00,2.00,2.00,16.00,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180.00,,8.00,3.00,0.00,20.00,350.00,17.00,1.00,2.00,9.00,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270.00,,13.00,4.50,0.00,30.00,470.00,27.00,2.00,1.00,12.00,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390.00,,20.00,7.00,0.00,40.00,680.00,35.00,2.00,2.00,18.00,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150.00,,5.00,2.00,0.00,15.00,330.00,18.00,1.00,3.00,8.00,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240.00,,9.00,3.50,0.00,20.00,480.00,29.00,2.00,2.00,12.00,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350.00,,15.00,5.00,0.00,30.00,690.00,38.00,2.00,3.00,17.00,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210.00,,12.00,4.50,0.00,25.00,460.00,18.00,1.00,2.00,9.00,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320.00,,17.00,6.00,0.00,35.00,640.00,28.00,2.00,1.00,13.00,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470.00,,27.00,10.00,0.00,50.00,940.00,37.00,2.00,2.00,19.00,
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150.00,,7.00,2.50,0.00,15.00,310.00,17.00,1.00,2.00,6.00,
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250.00,,11.00,4.50,0.00,25.00,470.00,28.00,2.00,1.00,10.00,
Pizza Hut,Pan Pizza Slices Pepperoni Large,370.00,,18.00,6.00,0.00,35.00,680.00,36.00,2.00,2.00,15.00,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180.00,,9.00,3.50,0.00,20.00,370.00,17.00,1.00,2.00,8.00,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300.00,,15.00,6.00,0.00,35.00,580.00,28.00,2.00,1.00,13.00,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440.00,,24.00,9.00,0.50,50.00,850.00,37.00,3.00,2.00,19.00,
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170.00,,8.00,3.00,0.00,15.00,360.00,18.00,1.00,2.00,7.00,
Pizza Hut,Pan Pizza Slices Supreme Medium,270.00,,13.00,5.00,0.00,25.00,500.00,29.00,2.00,2.00,11.00,
Pizza Hut,Pan Pizza Slices Supreme Large,390.00,,20.00,7.00,0.00,40.00,740.00,37.00,2.00,2.00,16.00,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170.00,,8.00,3.50,0.00,15.00,330.00,17.00,1.00,2.00,8.00,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270.00,,13.00,5.00,0.00,25.00,470.00,27.00,2.00,1.00,12.00,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390.00,,20.00,8.00,0.00,40.00,670.00,36.00,2.00,2.00,17.00,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140.00,,5.00,2.00,0.00,10.00,290.00,18.00,1.00,2.00,6.00,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230.00,,9.00,3.50,0.00,15.00,420.00,29.00,2.00,2.00,9.00,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330.00,,15.00,5.00,0.00,25.00,620.00,38.00,3.00,3.00,14.00,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140.00,,4.00,2.00,0.00,15.00,250.00,20.00,1.00,4.00,6.00,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220.00,,7.00,3.00,0.00,20.00,390.00,31.00,2.00,6.00,10.00,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300.00,,10.00,4.50,0.00,30.00,530.00,40.00,2.00,7.00,14.00,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200.00,,7.00,3.50,0.00,15.00,410.00,26.00,2.00,1.00,9.00,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280.00,,10.00,5.00,0.00,20.00,560.00,35.00,3.00,2.00,12.00,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Small,130.00,,3.50,1.50,0.00,10.00,380.00,19.00,<1,<1,6.00,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200.00,,5.00,2.50,0.00,20.00,560.00,28.00,2.00,1.00,9.00,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270.00,,8.00,4.00,0.00,30.00,740.00,37.00,2.00,2.00,13.00,
Pizza Hut,Hand Tossed Slices Cheese Small,130.00,,4.50,2.00,0.00,10.00,250.00,17.00,1.00,<1,6.00,
Pizza Hut,Hand Tossed Slices Cheese Medium,210.00,,8.00,3.50,0.00,20.00,390.00,26.00,2.00,1.00,10.00,
Pizza Hut,Hand Tossed Slices Cheese Large,290.00,,10.00,5.00,0.00,30.00,540.00,34.00,3.00,2.00,13.00,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150.00,,6.00,2.50,0.00,15.00,270.00,16.00,1.00,<1,7.00,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230.00,,9.00,4.00,0.00,25.00,410.00,25.00,2.00,1.00,11.00,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310.00,,13.00,5.00,0.00,35.00,560.00,33.00,2.00,1.00,16.00,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130.00,,4.00,1.50,0.00,10.00,270.00,17.00,1.00,1.00,7.00,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210.00,,6.00,3.00,0.00,20.00,420.00,27.00,2.00,2.00,10.00,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280.00,,9.00,4.00,0.00,30.00,580.00,36.00,3.00,3.00,15.00,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180.00,,9.00,3.50,0.00,20.00,370.00,17.00,1.00,<1,7.00,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290.00,,15.00,6.00,0.00,30.00,590.00,26.00,2.00,1.00,12.00,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390.00,,21.00,8.00,0.00,45.00,830.00,34.00,3.00,2.00,17.00,
Pizza Hut,Hand Tossed Slices Pepperoni Small,130.00,,5.00,2.00,0.00,10.00,260.00,16.00,1.00,<1,6.00,
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220.00,,9.00,4.00,0.00,20.00,420.00,25.00,2.00,1.00,9.00,
Pizza Hut,Hand Tossed Slices Pepperoni Large,300.00,,13.00,6.00,0.00,30.00,590.00,34.00,3.00,2.00,13.00,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160.00,,7.00,3.00,0.00,20.00,310.00,17.00,1.00,<1,7.00,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270.00,,13.00,6.00,0.00,35.00,530.00,26.00,2.00,1.00,12.00,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370.00,,18.00,8.00,0.00,50.00,740.00,35.00,3.00,2.00,17.00,
Pizza Hut,Hand Tossed Slices Supreme Small,150.00,,6.00,2.50,0.00,15.00,280.00,17.00,1.00,1.00,6.00,
Pizza Hut,Hand Tossed Slices Supreme Medium,240.00,,10.00,4.00,0.00,25.00,450.00,26.00,2.00,2.00,10.00,
Pizza Hut,Hand Tossed Slices Supreme Large,320.00,,14.00,6.00,0.00,35.00,630.00,35.00,3.00,2.00,14.00,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150.00,,6.00,2.50,0.00,15.00,250.00,16.00,1.00,<1,6.00,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230.00,,10.00,4.50,0.00,25.00,390.00,25.00,2.00,1.00,11.00,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310.00,,13.00,6.00,0.00,35.00,540.00,33.00,2.00,1.00,15.00,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120.00,,4.00,1.50,0.00,10.00,230.00,17.00,1.00,1.00,5.00,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200.00,,6.00,2.50,0.00,15.00,370.00,27.00,2.00,2.00,8.00,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260.00,,9.00,4.00,0.00,20.00,510.00,36.00,3.00,3.00,11.00,
